NO.,시설구분,단말번호,관측소코드,위도,경도,고도,주소,설치층수,건물전체층수,제조사,연결상태,축보정,설치시점,수신시간,등록순번,시설구분세부,H3 Cell,Same_H3_Count,H3_Category,센서 품질,Sensor_Replacement_Status,통신품질기준,Communication_Quality_Status,Image_Link_1,Image_Link_2
4044,FSM,01232970931,SAN0H,35.2783,127.8389,105.53,경남 산청군 시천면 남명2길 7,1,2,우리넷,disc.,45,21년8월,2024.04.19 12:58:27,7046,소방청,-,,,,,-,,,
4045,FSM,01232970932,YAYBZ,38.0687,128.651,46.82,강원 양양군 손양면 학포길 281,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6718,소방청,8530ec33fffffff,4,부족,9,교체불필요,-,,,
4046,KSM,01232970933,ULJ30,36.7011,129.3986,216,경북 울진군 온정면 덕인리 산 13,0,0,우리넷,normal,0,24년6월,2024.09.30 08:57:58,7808,기상청관측소,8530eaa3fffffff,2,부족,9,교체불필요,-,,,
4047,FSM,01232970934,IKSB4,35.9622,127.0051,36.17,전북 익산시 무왕로 1338,1,4,우리넷,disc.,45,21년8월,2024.07.03 00:38:56,6832,소방청,-,,,,,-,,,
4048,CPM,01232970936,YUS0K,34.7211,127.7045,0.35,전남 여수시 신월5길 55,1,2,엔티모아,normal,45,21년7월,2024.09.30 08:57:58,3464,해양경찰청,8530c2a7fffffff,29,과밀,10,교체불필요,-,,https://www.dropbox.com/scl/fi/9kh90b4xzzac5wlbw4f40/01232970936_1.jpg?rlkey=n4riyg79mtfz81uc47i5uyqev&dl=0,https://www.dropbox.com/scl/fi/u9mnt6q55hgcbafbtoz3z/01232970936_2.jpg?rlkey=x2ejsoco6n3wvoft4zbu19txv&dl=0
4049,FSM,01232970937,CNC19,37.9285,127.7513,86.09,강원 춘천시 신북읍 신북로 35,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6033,소방청,8530e1affffffff,28,과밀,10,교체불필요,-,,,
4050,FSM,01232970938,HON0J,36.5999,126.5542,18.38,충남 홍성군 갈산면 갈산로150번길 16,1,3,우리넷,disc.,45,21년8월,2023.09.24 10:13:21,6390,소방청,-,,,,,-,,,
4051,SKM,01232970939,BUA0U,35.7127,126.6726,14,전북 부안군 상서면 통정리 62-6,1,1,우리넷,normal,0,24년7월,2024.09.30 08:57:58,7811,SKT1,8530c457fffffff,14,양호,9,교체불필요,-,,,
4052,POM,01232970940,KIH0M,35.263,128.8679,25.13,경남 김해시 해반천로168번길 6,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,3737,우정사업본부,8530c173fffffff,9,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/x7fpytmtceo0e5sk2ji74/01232970940_1.jpg?rlkey=8hluua74h2svs8ysjtzliliti&dl=0,https://www.dropbox.com/scl/fi/bv2qbu9fu8h5l4zt36v6b/01232970940_2.jpg?rlkey=5bajdfrp0hqqeo1vca1p10qev&dl=0
4053,POM,01232970943,KOJ2W,36.5015,127.0255,36.82,충남 공주시 사곡면 산넘어길 6-1,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4995,우정사업본부,8530e357fffffff,1,부족,10,교체불필요,-,,,
4054,FSM,01232970944,INJ0X,38.1279,128.2157,230.74,강원 인제군 북면 원통로 301,1,1,우리넷,disc.,45,21년8월,2024.09.22 22:32:09,6582,소방청,-,,,,,-,,,
4055,FSM,01232970946,PTKB3,36.9905,127.1128,15.67,경기 평택시 중앙로 273,1,3,우리넷,disc.,45,21년8월,0,6332,소방청,-,,,,,-,,,
4056,FSM,01232970947,DON1O,37.5516,129.1107,21.32,강원 동해시 일출로 29,2,2,우리넷,disc.,45,21년8월,2024.05.03 21:06:32,6880,소방청,-,,,,,-,,,
4057,FSM,01232970948,SACB5,35.0639,128.0671,23.07,경남 사천시 사남면 공단2로 53,1,2,우리넷,disc.,45,21년8월,2024.01.22 23:01:10,6542,소방청,-,,,,,-,,,
4058,FSM,01232970949,OSA0M,37.1784,127.0627,49.2,경기 오산시 북삼미로 22,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7030,소방청,8530e02ffffffff,46,과밀,8,교체불필요,-,,,
4059,POM,01232970950,HOCAP,37.6823,127.8786,149.17,강원 홍천군 홍천읍 연봉중앙로 54,1,2,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,3778,우정사업본부,8530e123fffffff,13,양호,9,교체불필요,-,,https://www.dropbox.com/scl/fi/f8zvuy4hn9ypwasvb0rv1/01232970950_1.jpg?rlkey=1xw2lsj29vf1psvvl218qf7h0&dl=0,https://www.dropbox.com/scl/fi/ixka6j7bm97ecvkm6lj3q/01232970950_2.jpg?rlkey=nwzh6cddjg2ywih5js1paernn&dl=0
4060,FSM,01232970951,KSA0C,36.0999,127.4801,171.9,충남 금산군 금산읍 삼풍로 2,1,3,우리넷,disc.,45,21년8월,2023.12.25 09:01:56,6843,소방청,-,,,,,-,,,
4061,FSM,01232970952,TAB0K,37.1034,129.008,589.17,강원 태백시 석공길 16-9,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7126,소방청,8530e853fffffff,16,양호,10,교체불필요,-,,,
4062,FSM,01232970953,YAYC5,38.1478,128.5976,12.24,강원 양양군 강현면 장산1길 26,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7156,소방청,8530ecabfffffff,20,양호,10,교체불필요,-,,,
4063,FSM,01232970956,PAJ11,37.7814,126.6873,14.97,경기 파주시 탄현면 필승로 458,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:50,6035,소방청,8530e0b7fffffff,10,양호,10,교체불필요,-,,,
4064,KSM,01232970957,PYU18,37.6916,128.6717,810,강원 평창군 대관령면 차항리 596,1,1,우리넷,normal,0,24년7월,2024.09.30 08:57:58,7849,기상청관측소,8530ec63fffffff,4,부족,9,교체불필요,-,,,
4065,POM,01232970959,EUI06,36.2989,128.579,57.32,경북 의성군 봉양면 도리원3길 5,1,2,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,3665,우정사업본부,8530eadbfffffff,9,양호,10,교체불필요,-,,,
4066,FSM,01232970960,AND18,36.5587,128.6943,119.89,경북 안동시 광명로 85,2,2,우리넷,disc.,0,21년8월,0,7197,소방청,-,,,,,-,,,
4067,FSM,01232970961,SECB8,36.1631,126.5316,8.64,충남 서천군 서면 부사로 153,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6402,소방청,8530c49bfffffff,5,부족,10,교체불필요,-,,,
4068,FSM,01232970962,GJE14,34.8473,128.589,2.04,경남 거제시 거제면 거제남서로 3429,1,4,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6037,소방청,8530c3bbfffffff,17,양호,3,교체필요,-,,,
4069,POM,01232970963,SJL0L,37.6104,127.0774,16.26,서울 중랑구 동일로 895,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,5033,우정사업본부,8530e1c3fffffff,112,초과밀,10,교체불필요,-,,,
4070,POM,01232970964,GOY11,37.6701,126.7593,12.78,경기 고양시 일산서구 주화로 80,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4992,우정사업본부,8530e0a7fffffff,49,과밀,10,교체불필요,-,,,
4071,FSM,01232970965,YON1L,37.1165,127.1514,35.35,경기 용인시 처인구 남사읍 봉무로15번길 13,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7152,소방청,8530e397fffffff,6,양호,10,교체불필요,-,,,
4072,FSM,01232970966,WAS12,35.3521,129.0424,7.73,경남 양산시 신기로 13,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6038,소방청,8530c177fffffff,25,과밀,9,교체불필요,-,,,
4073,FSM,01232970967,MIL0F,35.4731,128.6524,10.1,경남 밀양시 무안면 사명로 541,2,2,우리넷,disc.,0,21년8월,2021.09.04 18:24:08,6039,소방청,-,,,,,-,,,
4074,FSM,01232970968,JIJ1C,35.1588,128.1636,25.92,경남 진주시 문산읍 월아산로 979,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6040,소방청,8530c02ffffffff,8,양호,1,교체필수,-,,,
4075,FSM,01232970971,CHS0G,36.3531,129.1438,285.66,경북 청송군 주왕산면 부동로 862,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6041,소방청,8530ea03fffffff,1,부족,10,교체불필요,-,,,
4076,FSM,01232970972,BUC19,37.526,126.8085,20.06,경기 부천시 오정구 성지로85번길 53,2,3,우리넷,disc.,0,21년8월,2024.05.10 00:28:58,6042,소방청,-,,,,,-,,,
4077,POM,01232970974,POH14,36.0388,129.3644,10.79,경북 포항시 북구 불종로 43,4,4,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,3740,우정사업본부,8530ea63fffffff,20,양호,10,교체불필요,-,,,
4078,FSM,01232970975,WON26,37.3741,127.9418,114.42,강원 원주시 우산공단길 9,2,2,우리넷,disc.,45,21년8월,2024.06.18 17:55:27,6043,소방청,-,,,,,-,,,
4079,FSM,01232970977,BRY0P,36.4153,126.5875,43.56,충남 보령시 주포면 질재로 47-16,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6045,소방청,8530e223fffffff,4,부족,9,교체불필요,-,,,
4080,FSM,01232970978,JUE0Q,35.5883,126.8585,42.49,전북 정읍시 서부산업도로 507-5,2,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7171,소방청,8530c47bfffffff,10,양호,,,-,,,
4081,FSM,01232970980,PTKB4,36.9621,127.0591,18.8,경기 평택시 팽성읍 팽성송화로 172,2,2,우리넷,disc.,45,21년8월,0,6768,소방청,-,,,,,-,,,
4082,FSM,01232970981,DON1K,37.4715,129.1429,28,강원 동해시 공단1로 21,2,2,우리넷,disc.,0,21년8월,0,6876,소방청,-,,,,,-,,,
4083,FSM,01232970982,HWA1F,37.1635,126.6215,7.16,경기 화성시 서신면 해안길 156-5,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6772,소방청,8530e00ffffffff,4,부족,10,교체불필요,-,,,
4084,FSM,01232970984,YESAV,36.6034,126.8699,32.49,충남 예산군 신양면 청신로 394,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6978,소방청,8530e3cbfffffff,1,부족,9,교체불필요,-,,,
4085,FSM,01232970986,YAYC2,37.9951,128.7379,22.13,강원 양양군 현북면 동해대로 1155-33,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7122,소방청,8530ec3bfffffff,3,부족,9,교체불필요,-,,,
4086,POM,01232970989,BRY0E,36.3116,126.5143,8.01,충남 보령시 머드로 69,1,5,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,3728,우정사업본부,8530e22bfffffff,10,양호,9,교체불필요,-,,,
4087,KSM,01232970990,AND1D,36.6459,128.0699,186,경북 문경시 가은읍 왕능리 산 19-7,1,1,우리넷,disc.,0,24년6월,2024.06.26 11:06:04,7806,기상청관측소,-,,,,,-,,,
4088,FSM,01232970991,SACB6,35.0028,127.9757,13.3,경남 사천시 서포면 서포로 221,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6543,소방청,8530c067fffffff,7,양호,7,교체불필요,-,,,
4089,POM,01232970994,BUYBX,36.2149,126.7569,19.67,충남 부여군 홍산면 동헌로 23,2,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,5240,우정사업본부,8530c497fffffff,5,부족,10,교체불필요,-,,https://www.dropbox.com/scl/fi/tjdb0icd7ih2wmg40uotk/01232970994_1.jpg?rlkey=y4uyb1b9bhgg2jmat2hcrwms7&dl=0,https://www.dropbox.com/scl/fi/20zp40icd4tq9kipo36ya/01232970994_2.jpg?rlkey=y5wxdf1zrtkvoknwjyu6ls4hk&dl=0
4090,FSM,01232970995,HAB0H,35.5728,128.1485,34.09,경남 합천군 합천읍 인덕로 2453,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7230,소방청,8530c0a7fffffff,7,양호,3,교체필요,-,,,
4091,FSM,01232970996,DON1F,37.4893,129.1069,12.01,강원 동해시 효자남길 33-10,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6352,소방청,8530e813fffffff,24,과밀,8,교체불필요,-,,,
4092,KSM,01232970997,SAM1I,37.238,129.3421,22,강원 삼척시 원덕읍 임원리 757-1,1,1,우리넷,normal,0,24년7월,2024.09.30 08:57:58,7851,기상청관측소,8530e80bfffffff,4,부족,10,교체불필요,-,,,
4093,FSM,01232970999,DAJ10,36.9315,126.6765,11.35,충남 당진시 송산면 상거중앙길 25,1,2,우리넷,disc.,0,21년8월,0,6048,소방청,-,,,,,-,,,
4094,POM,01232971000,CHW06,38.1665,127.4146,277.82,강원 철원군 서면 자등로 612,1,1,엔티모아,disc.,45,21년8월,2024.09.27 18:32:53,3944,우정사업본부,-,,,,,-,,https://www.dropbox.com/scl/fi/v58zveql91wqskufq7mav/01232971000_1.jpg?rlkey=u9vonpkdxpvgf0b5ibv9syopa&dl=0,https://www.dropbox.com/scl/fi/x3hrr0l39w07e29clc6em/01232971000_2.jpg?rlkey=w6h5ob6lngiz44ouav3e3qj29&dl=0
4095,FSM,01232971001,YON18,37.3197,127.1159,78.88,경기 용인시 기흥구 보정로114번길 2,2,3,우리넷,disc.,0,21년8월,0,6600,소방청,-,,,,,-,,,
4096,POM,01232971004,KIH0T,35.2404,128.8684,7.72,경남 김해시 내외중앙로 120,1,1,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4233,우정사업본부,8530c17bfffffff,33,과밀,10,교체불필요,-,,https://www.dropbox.com/scl/fi/kmejz039xzjn80dc0d22f/01232971004_1.jpg?rlkey=z6bsmenfmp3gnn05bmrj4mpya&dl=0,https://www.dropbox.com/scl/fi/589b7nobq4hlgv7juqj80/01232971004_2.jpg?rlkey=lly5uy83np02i3j1ut52g53hm&dl=0
4097,FSM,01232971006,ANS16,37.335,126.7836,13.76,경기 안산시 단원구 삼일로 50,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6050,소방청,8530e033fffffff,25,과밀,10,교체불필요,-,,,
4098,FSM,01232971007,IKSBF,35.9471,126.9771,25.82,전북 익산시 선화로 429,1,2,우리넷,normal,45,22년2월,2024.09.30 08:57:58,7339,소방청,8530c417fffffff,24,과밀,,,-,,,
4099,POM,01232971008,CHW05,38.2099,127.2212,188.73,강원 철원군 동송읍 이평로 27,1,2,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,3917,우정사업본부,85315b6bfffffff,7,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/v0pepxyfcohpvyhqos0ip/01232971008_1.jpg?rlkey=3kftjiajueqhmax6g1gw4qsn0&dl=0,https://www.dropbox.com/scl/fi/6gj0xa6dla5z9fok691tg/01232971008_2.jpg?rlkey=dy93ngnz29l4i8e30mbwquntk&dl=0
4100,FSM,01232971009,MIL0M,35.384,128.8229,5.04,경남 밀양시 삼랑진읍 삼랑진로 16-3,1,1,우리넷,disc.,45,21년8월,2024.05.23 07:56:50,6244,소방청,-,,,,,-,,,
4101,FSM,01232971010,KAR1N,37.6023,129.0301,13.16,강원 강릉시 옥계면 현내시장길 163,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6872,소방청,8530e88bfffffff,10,양호,10,교체불필요,-,,,
4102,FSM,01232971011,IKSB9,36.0547,126.9066,30.8,전북 익산시 함라면 함안로 392,1,1,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6963,소방청,8530c48ffffffff,5,부족,10,교체불필요,-,,,
4103,KSM,01232971012,WON2O,37.4138,128.0505,280,강원 원주시 소초면 학곡리 900,1,1,우리넷,normal,45,24년8월,2024.09.30 08:57:58,7854,기상청관측소,8530ee97fffffff,6,양호,10,교체불필요,-,,,
4104,POM,01232971014,KWY0G,34.9399,127.6972,11.3,전남 광양시 시청로 47,1,5,엔티모아,normal,0,21년8월,2024.09.30 08:57:59,4784,우정사업본부,8530c07bfffffff,17,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/1q7y65apg0gl6j6vkerhj/01232971014_1.jpg?rlkey=gtm8v41901laaoqgs8mmsx5fr&dl=0,https://www.dropbox.com/scl/fi/zg21b9xqa6plezq8igkp9/01232971014_2.jpg?rlkey=u1uo8qyzzseyszm9inpx0qi7c&dl=0
4105,FSM,01232971015,KSA0F,36.1126,127.5489,136,충남 금산군 제원면 군북로 11,1,2,우리넷,disc.,45,21년8월,2022.12.02 21:37:56,7161,소방청,-,,,,,-,,,
4106,FSM,01232971018,PTKAZ,37.0368,127.0769,30,경기 평택시 산단로 52,1,1,우리넷,disc.,45,21년8월,0,6052,소방청,-,,,,,-,,,
4107,POM,01232971019,HWSAP,35.0606,126.9907,75.58,전남 화순군 화순읍 중앙로 85,1,3,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,3913,우정사업본부,8530c623fffffff,7,양호,10,교체불필요,-,,https://www.dropbox.com/scl/fi/nzvqniox9u7f6s5qljte0/01232971019_2.jpg?rlkey=g0hboke8s8kyem59s79tai48n&dl=0,https://www.dropbox.com/scl/fi/uw0qwa0spli6fji37ccgg/01232971019_1.jpg?rlkey=2pnwye9o5xwt5vgozd6bayw2e&dl=0
4108,POM,01232971020,GJE0V,34.83,128.7037,0.62,경남 거제시 일운면 지세포로 104,1,2,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,5145,우정사업본부,8530c3abfffffff,11,양호,9,교체불필요,-,,https://www.dropbox.com/scl/fi/yd544puzajp2gv3e68sgz/01232971020_1.jpg?rlkey=n64zgdn0tqik8egx09ay98aqa&dl=0,
4109,FSM,01232971021,YOJBZ,36.8732,128.5191,216.77,경북 영주시 풍기읍 기주로 159,2,2,우리넷,disc.,0,21년8월,2024.03.26 16:55:42,6053,소방청,-,,,,,-,,,
4110,FSM,01232971022,JIJ1D,35.2117,128.1339,18.9,경남 진주시 금산면 송백로 477,2,3,우리넷,disc.,45,21년8월,0,6054,소방청,-,,,,,-,,,
4111,FSM,01232971023,SIH0O,37.3494,126.7397,6.99,경기 시흥시 정왕신길로 206,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:59,6303,소방청,8530e033fffffff,25,과밀,10,교체불필요,-,,,
4112,FSM,01232971024,SOK0G,38.2036,128.5601,49.88,강원 속초시 미시령로 3226,2,3,우리넷,disc.,45,21년8월,2024.06.26 10:10:05,7117,소방청,-,,,,,-,,,
4113,POM,01232971025,GJE0P,34.8508,128.5916,10.27,경남 거제시 거제면 읍내로2길 18,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,3844,우정사업본부,8530c3bbfffffff,17,양호,10,교체불필요,-,,,
4114,FSM,01232971026,SOK0H,38.2036,128.5601,49.88,강원 속초시 미시령로 3226,2,3,우리넷,disc.,45,21년8월,0,7118,소방청,-,,,,,-,,,
4115,FSM,01232971027,ANS17,37.335,126.7836,13.76,경기 안산시 단원구 삼일로 50,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6055,소방청,8530e033fffffff,25,과밀,10,교체불필요,-,,,
4116,FSM,01232971028,GJE15,34.8473,128.589,2.04,경남 거제시 거제면 거제남서로 3429,3,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6056,소방청,8530c3bbfffffff,17,양호,10,교체불필요,-,,,
4117,FSM,01232971029,HOI1C,37.5614,128.1112,200.68,강원 횡성군 갑천면 청정로 311,1,2,우리넷,disc.,0,21년8월,0,6908,소방청,-,,,,,-,,,
4118,FSM,01232971030,HWA19,37.0863,126.8261,17.5,경기 화성시 장안면 3.1만세로 119,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:59,6619,소방청,8530e077fffffff,4,부족,9,교체불필요,-,,,
4119,FSM,01232971031,SIH0K,37.4394,126.7933,33.59,경기 시흥시 대은로 4,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6057,소방청,8530e0affffffff,83,초과밀,9,교체불필요,-,,,
4120,FSM,01232971032,HON0O,36.6473,126.677,44.42,충남 홍성군 홍북읍 의향로 133,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6395,소방청,8530e3dbfffffff,6,양호,8,교체불필요,2,통품 불안정,,
4121,FSM,01232971034,SIH0L,37.3356,126.7297,4.76,경기 시흥시 공단1대로259번길 1,2,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6058,소방청,8530e007fffffff,6,양호,9,교체불필요,-,,,
4122,FSM,01232971035,JJU3P,35.8112,127.1517,46.53,전북 전주시 완산구 경기전길 183,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:59,6545,소방청,8530c43bfffffff,34,과밀,10,교체불필요,-,,,
4123,FSM,01232971037,ASA0U,36.789,127.0905,22,충남 아산시 배방읍 용연로 88,1,3,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6060,소방청,8530e3c7fffffff,11,양호,10,교체불필요,-,,,
4124,POM,01232971042,YWO15,37.1858,128.4029,211.57,강원 영월군 남면 연당로 27,1,2,엔티모아,normal,0,21년8월,2024.09.30 08:57:58,4822,우정사업본부,8530eeabfffffff,15,양호,10,교체불필요,-,,,
4125,FSM,01232971043,PTKB9,37.0091,126.9706,24.04,경기 평택시 오성면 죽리길 29,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:57,6927,소방청,8530e393fffffff,8,양호,10,교체불필요,2,통품 불안정,,
4126,POM,01232971045,JJU36,35.7912,127.1363,66.26,전북 전주시 완산구 평화로 164,1,3,엔티모아,disc.,0,21년8월,2024.06.12 19:01:16,4458,우정사업본부,-,,,,,-,,https://www.dropbox.com/scl/fi/gqqx1ant73nkciups8p5m/01232971045_1.jpg?rlkey=rh8vrt8uuu46uzpwjns4k6mrk&dl=0,https://www.dropbox.com/scl/fi/zq4fefffembkpty7y20sd/01232971045_2.jpg?rlkey=fagr5d6e9i89aypa39kwq4fzw&dl=0
4127,CPM,01232971048,WAD04,34.1793,126.8578,4.09,전남 완도군 청산면 청산로 48,1,1,엔티모아,normal,45,21년7월,2024.09.30 08:57:58,3416,해양경찰청,8530c253fffffff,2,부족,10,교체불필요,-,,,
4128,POM,01232971049,SYD0P,37.5223,126.9262,10.57,서울 영등포구 여의나루로 60,33,37,엔티모아,normal,45,21년8월,2024.09.30 08:57:58,4801,우정사업본부,8530e1dbfffffff,153,초과밀,1,교체필수,-,,,
4129,FSM,01232971050,MIL0I,35.4786,128.7648,11.28,경남 밀양시 용두로 5,1,1,우리넷,normal,0,21년8월,2024.09.30 08:57:58,6064,소방청,8530c11bfffffff,9,양호,10,교체불필요,-,,,
4130,FSM,01232971051,KOJ3E,36.3634,127.0618,40.8,충남 공주시 이인면 우릉골2길 6,1,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7200,소방청,8530e34ffffffff,8,양호,,,-,,,
4131,FSM,01232971052,KSA09,36.0502,127.4378,223.43,충남 금산군 남이면 진악로 54,2,2,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6065,소방청,8530c5dbfffffff,8,양호,10,교체불필요,-,,,
4132,FSM,01232971053,MIL0J,35.5104,128.8401,37.47,경남 밀양시 산외면 단산길 2-7,2,2,우리넷,disc.,45,21년8월,0,6066,소방청,-,,,,,-,,,
4133,CPM,01232971054,JJJ2R,33.9412,126.3244,10,제주 제주시 추자면 추자로 514,1,1,엔티모아,normal,0,22년 하반기 이후,2024.09.30 08:57:59,7716,해양경찰청,8530d577fffffff,3,부족,,,-,,,
4134,FSM,01232971055,JUE0H,35.5278,126.8091,44.14,전북 정읍시 입암면 신마석길 37,1,1,우리넷,disc.,0,21년8월,0,6697,소방청,-,,,,,-,,,
4135,FSM,01232971057,PTKB0,37.0368,127.0769,30,경기 평택시 산단로 52,1,1,우리넷,disc.,45,21년8월,0,6067,소방청,-,,,,,-,,,
4136,FSM,01232971058,SAN0I,35.2783,127.8389,105.53,경남 산청군 시천면 남명2길 7,2,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,7047,소방청,8530c007fffffff,3,부족,10,교체불필요,-,,,
4137,FSM,01232971059,WAS17,35.334,129.01,14.26,경남 양산시 물금읍 황산로 719,1,2,우리넷,normal,0,21년8월,2024.09.30 08:57:58,7217,소방청,8530c177fffffff,25,과밀,10,교체불필요,-,,,
4138,FSM,01232971060,HWA17,37.2183,126.7389,37.45,경기 화성시 송산면 매봉산길 12,1,3,우리넷,normal,45,21년8월,2024.09.30 08:57:58,6617,소방청,8530e03bfffffff,5,부족,8,교체불필요,-,,,
